TN,Hand,Hand.Angle,RT,MT,tgt_jump_size,ti,clamp_size,Exp,SN,Hand_dt,RT_dt,Hand_Diff,RT_Diff
1,11.79724813,56.79724813,351,35,0,45,0,3d_discrete,1,0,0,-5.801512945,-51
2,0.19422224,45.19422224,300,100,0,45,0,3d_discrete,1,-5.801512945,-25.5,4.018093295,-6
3,3.32060571,48.32060571,294,67,0,45,0,3d_discrete,1,-1.78341965,-21,-3.937049043,-37
4,-2.52326623,42.47673377,257,71,0,45,0,3d_discrete,1,-5.720468693,-43.5,1.405130363,-11
5,-2.19697045,42.80302955,246,56,0,45,0,3d_discrete,1,-4.31533833,-43.6,2.849013068,2
6,-2.13425876,42.86574124,248,50,0,45,0,3d_discrete,1,-1.466325262,-21,-2.691489536,50
7,-6.08074093,38.91925907,298,68,0,45,0,3d_discrete,1,-4.157814798,29.4,12.70830112,117
8,7.45429881,52.45429881,415,664,0,45,0,3d_discrete,1,8.550486322,122.2,-5.249884592,-70
9,3.38633433,48.38633433,345,52,0,45,0,3d_discrete,1,3.30060173,34.6,-6.600311828,-132
10,-3.46822926,41.53177074,213,52,0,45,0,3d_discrete,1,-3.299710098,-90.8,2.285897188,81
11,-0.9443504,44.0556496,294,67,0,45,0,3d_discrete,1,-1.01381291,-19,2.105132822,-5
12,2.97116326,47.97116326,289,45,0,45,0,3d_discrete,1,1.091319912,-22.2,-0.903772602,-24
13,0.72066362,45.72066362,265,42,0,45,0,3d_discrete,1,0.18754731,-16.2,3.30453615,-121
14,4.18491613,49.18491613,144,835,0,45,0,3d_discrete,1,3.49208346,-97,-4.752982502,117
15,0.15697435,45.15697435,261,35,0,45,0,3d_discrete,1,-1.260899042,10.4,3.768367218,-8
16,5.14276456,50.14276456,253,41,0,45,0,3d_discrete,1,2.507468176,10.6,-4.875153148,13
17,-0.40827655,44.59172345,266,17,0,45,0,3d_discrete,1,-2.367684972,28.2,-2.05721751,-6
18,-3.26203348,41.73796652,260,33,0,45,0,3d_discrete,1,-4.424902482,23.2,7.062718658,76
19,3.70462744,48.70462744,336,38,0,45,0,3d_discrete,1,2.637816176,60.8,-2.386025442,-20
20,1.60900891,46.60900891,316,36,0,45,0,3d_discrete,1,0.251790734,29.8,-4.343347758,-53
21,-4.7036147,40.2963853,263,33,0,45,0,3d_discrete,1,-4.091557024,-25.2,2.77098139,-100
22,-2.3137225,42.6862775,163,51,0,45,0,3d_discrete,1,-1.320575634,-104.6,3.310721956,98
23,2.06175769,47.06175769,261,33,0,45,0,3d_discrete,1,1.990146322,-6.8,-2.672995938,-148
24,-1.69020467,43.30979533,113,67,0,45,0,3d_discrete,1,-0.682849616,-110.2,3.52255686,100
25,1.88818801,46.88818801,213,52,0,45,0,3d_discrete,1,2.839707244,10.4,-3.842830142,17
26,-1.26739899,43.73260101,230,34,0,45,0,3d_discrete,1,-1.003122898,34,0.439914522,9
27,-0.45592496,44.54407504,239,43,0,45,0,3d_discrete,1,-0.563208376,27.8,0.253056754,NA
28,-0.76902468,44.23097532,NA,35,0,45,0,3d_discrete,1,-0.310151622,NA,3.93368237,NA
29,4.37837328,49.37837328,419,46,1,45,-3,3d_discrete,1,3.623530748,176.2,4.48620253,-122
30,10.60867276,55.60867276,297,49,3,45,-3,3d_discrete,1,8.109733278,17.4,-3.88818699,-5
31,8.71745696,53.71745696,292,49,0,45,3,3d_discrete,1,4.221546288,-3.4,-4.909524816,-35
32,4.87389642,49.87389642,257,50,-3,45,-3,3d_discrete,1,-0.687978528,-43.8,-1.156582316,76
33,4.8388988,49.8388988,333,17,3,45,3,3d_discrete,1,-1.844560844,13.4,-3.963224144,10
34,0,45,343,16,1,45,3,3d_discrete,1,-5.807784988,38.6,-4.713400576,-26
35,-8.54391891,36.45608109,317,33,0,45,-3,3d_discrete,1,-10.52118556,8.6,14.59364864,-36
36,5.38279792,50.38279792,281,18,-3,45,3,3d_discrete,1,4.072463074,-25.2,-1.856709908,-28
37,3.18913591,48.18913591,253,29,3,45,3,3d_discrete,1,2.215753166,-52.4,-5.725404518,30
38,-4.38006046,40.61993954,283,35,0,45,-3,3d_discrete,1,-3.509651352,-12.4,9.972439932,-70
39,6.99047434,51.99047434,213,19,-3,45,-3,3d_discrete,1,6.46278858,-56.4,-13.14320766,21
40,-5.55493692,39.44506308,234,16,3,45,-3,3d_discrete,1,-6.680419078,-18.8,10.93422094,32
41,5.37840555,50.37840555,266,33,1,45,3,3d_discrete,1,4.253801866,16.2,-2.72707784,-54
42,2.51687566,47.51687566,212,34,0,45,3,3d_discrete,1,1.526724026,-29.6,-2.588818944,33
43,1.00508601,46.00508601,245,37,1,45,-3,3d_discrete,1,-1.062094918,11,4.368801442,-13
44,4.96974073,49.96974073,232,63,-3,45,3,3d_discrete,1,3.306706524,-5.8,-3.756684074,-15
45,2.90505505,47.90505505,217,35,0,45,-3,3d_discrete,1,-0.44997755,-17.4,-5.45640686,-98
46,-4.53379115,40.46620885,119,45,-3,45,3,3d_discrete,1,-5.90638441,-86,4.814660146,9
47,-0.27813267,44.72186733,128,33,3,45,3,3d_discrete,1,-1.091724264,-60.2,-1.416456576,170
48,-2.36950806,42.63049194,298,49,3,45,-3,3d_discrete,1,-2.50818084,99.2,4.030470174,-56
49,0.83376746,45.83376746,242,35,-3,45,-3,3d_discrete,1,1.522289334,41.2,2.411977454,40
50,3.33091738,48.33091738,282,34,1,45,3,3d_discrete,1,3.934266788,68.2,-3.467384706,-87
51,0.96286363,45.96286363,195,33,0,45,3,3d_discrete,1,0.466882082,-34,-2.664606924,-99
52,-2.05764595,42.94235405,96,34,1,45,-3,3d_discrete,1,-2.197724842,-126.6,-5.143385046,36
53,-8.40891173,36.59108827,132,50,1,45,3,3d_discrete,1,-7.341109888,-57.4,6.653577646,62
54,-2.40260947,42.59739053,194,19,3,45,3,3d_discrete,1,-0.687532242,14.2,-0.222373166,-34
55,-4.11395764,40.88604236,160,49,1,45,-3,3d_discrete,1,-0.909905408,4.6,5.418851374,42
56,1.39040126,46.39040126,202,66,0,45,-3,3d_discrete,1,4.508945966,45.2,-3.254478202,-22
57,-1.81568469,43.18431531,180,36,3,45,-3,3d_discrete,1,1.254467764,6.4,2.40119116,-65
58,2.83411102,47.83411102,115,47,-3,45,-3,3d_discrete,1,3.655658924,-55.2,-2.383122482,-26
59,1.16438804,46.16438804,89,34,0,45,3,3d_discrete,1,1.272536442,-60.2,-6.781201528,40
60,-5.99252745,39.00747255,129,34,-3,45,3,3d_discrete,1,-5.508665086,-14,-1.274051266,-1
61,-9.43082371,35.56917629,128,38,1,45,-3,3d_discrete,1,-6.782716352,-0.2,7.45059482,3
62,-2.02136494,42.97863506,131,33,-3,45,3,3d_discrete,1,0.667878468,12.6,-2.146261136,-1
63,-5.91806035,39.08193965,130,53,0,45,3,3d_discrete,1,-1.478382668,8.6,1.526442182,20
64,-5.78061972,39.21938028,150,48,0,45,-3,3d_discrete,1,0.048059514,16.4,3.537160558,-28
65,-1.30619209,43.69380791,122,29,1,45,3,3d_discrete,1,3.585220072,-10.2,-4.540190436,-48
66,-4.95027223,40.04972777,74,54,3,45,-3,3d_discrete,1,-0.954970364,-47.4,7.893932146,55
67,4.18491613,49.18491613,129,53,-3,45,-3,3d_discrete,1,6.938961782,8,-1.134464168,-3
68,5.29258004,50.29258004,126,51,3,45,3,3d_discrete,1,5.804497614,5.8,-2.88422172,23
69,4.45560283,49.45560283,149,37,0,45,-3,3d_discrete,1,2.920275894,29,-8.189529296,81
70,-4.34086006,40.65913994,230,18,-3,45,3,3d_discrete,1,-5.269253402,88.4,1.455966982,-130
71,-2.36854829,42.63145171,100,49,3,45,3,3d_discrete,1,-3.81328642,-46.8,0.296747372,77
72,-3.63598018,41.36401982,177,34,3,45,-3,3d_discrete,1,-3.516539048,20.6,0.678613276,62
73,-5.01985364,39.98014636,239,78,1,45,3,3d_discrete,1,-2.837925772,60,3.613404214,0
74,-2.87196249,42.12803751,239,69,1,45,-3,3d_discrete,1,0.775478442,42,-1.329413434,-50
75,-4.16650489,40.83349511,189,59,-3,45,-3,3d_discrete,1,-0.553934992,0.2,0.214829704,-45
76,-4.34745691,40.65254309,144,50,0,45,3,3d_discrete,1,-0.339105288,-53.6,-0.068258582,-48
77,-4.61064932,40.38935068,96,66,-3,45,3,3d_discrete,1,-0.40736387,-85.4,-3.888078272,14
78,-9.36844608,35.63155392,110,68,1,45,-3,3d_discrete,1,-4.295442142,-45.6,6.653712254,-5
79,-2.67542666,42.32457334,105,58,1,45,3,3d_discrete,1,2.358270112,-23.8,-1.765283494,-26
80,-4.50926147,40.49073853,79,32,3,45,-3,3d_discrete,1,0.592986618,-27.8,2.299899696,37
81,-1.67483799,43.32516201,116,35,0,45,-3,3d_discrete,1,2.892886314,14.8,0.908085918,-52
82,0.19422224,45.19422224,64,49,-3,45,-3,3d_discrete,1,3.800972232,-30.8,1.1507704,129
83,4.02335232,49.02335232,193,52,0,45,3,3d_discrete,1,4.951742632,81.6,-5.252878812,-10
84,-0.86805145,44.13194855,183,51,3,45,3,3d_discrete,1,-0.30113618,56,-5.508019572,-36
85,-6.84277341,38.15722659,147,50,-3,45,-3,3d_discrete,1,-5.809155752,6.4,4.6541559,36
86,-2.31706239,42.68293761,183,62,-3,45,3,3d_discrete,1,-1.154999852,29,1.117380678,83
87,-1.5481577,43.4518423,266,67,1,45,3,3d_discrete,1,-0.037619174,71.6,2.972204292,-86
88,0.77422016,45.77422016,180,34,1,45,-3,3d_discrete,1,2.934585118,-11.8,-3.694734738,15
89,-3.43363036,41.56636964,195,48,3,45,-3,3d_discrete,1,-0.76014962,0.8,4.973859822,-43
90,3.63598018,48.63598018,152,47,0,45,3,3d_discrete,1,4.213710202,-43.2,-3.95570465,-56
91,0.17961001,45.17961001,96,33,0,45,-3,3d_discrete,1,0.258005552,-81.8,2.062945882,57
92,3.19023429,48.19023429,153,61,3,45,3,3d_discrete,1,2.320951434,-2.2,1.05087843,-129
93,5.10783586,50.10783586,24,55,1,45,-3,3d_discrete,1,3.371829864,-100,-0.247082812,7
94,6.9343489,51.9343489,31,36,-3,45,3,3d_discrete,1,3.124747052,-60.2,-4.757110712,57
95,1.81255269,46.81255269,88,57,1,45,3,3d_discrete,1,-1.63236366,9.6,-1.776630688,-15
96,0,45,73,56,3,45,3,3d_discrete,1,-3.408994348,-0.8,0.638046858,-27
97,0,45,46,53,0,45,-3,3d_discrete,1,-2.77094749,-6.4,-3.785637596,84
98,-6.00900596,38.99099404,130,69,0,45,3,3d_discrete,1,-6.556585086,56.4,7.08406678,15
99,-0.3897612,44.6102388,145,33,-3,45,-3,3d_discrete,1,0.527481694,48.6,-6.11246283,22
100,-8.58091821,36.41908179,167,50,3,45,-3,3d_discrete,1,-5.584981136,54.8,5.79698421,1
101,-3.4799175,41.5200825,168,61,0,45,3,3d_discrete,1,0.212003074,36.8,1.39786774,-40
102,-2.6025622,42.3974378,128,33,1,45,3,3d_discrete,1,1.609870814,-19.6,-2.56867156,66
103,-4.96179071,40.03820929,194,51,0,45,-3,3d_discrete,1,-0.958800746,33.6,0.625637902,-33
104,-5.32275071,39.67724929,161,53,-3,45,-3,3d_discrete,1,-0.333162844,-2.6,1.85792642,24
105,-2.18580081,42.81419919,185,66,3,45,-3,3d_discrete,1,1.524763576,17.8,2.741872582,-101
106,1.56506909,46.56506909,84,60,3,45,3,3d_discrete,1,4.266636158,-66.4,-3.304353362,-3
107,-1.52346479,43.47653521,81,51,1,45,-3,3d_discrete,1,0.962282796,-60,0.791539208,-14
108,0.3255407,45.3255407,67,34,-3,45,3,3d_discrete,1,1.753822004,-48.6,-4.241802018,-22
109,-3.56463897,41.43536103,45,35,1,45,3,3d_discrete,1,-2.487980014,-47.4,-1.63955364,63
110,-5.95879056,39.04120944,108,37,-3,45,3,3d_discrete,1,-4.127533654,31,3.115655394,4
111,-3.94518623,41.05481377,112,50,0,45,3,3d_discrete,1,-1.01187826,29.4,4.9581162,-64
112,1.64702866,46.64702866,48,49,0,45,-3,3d_discrete,1,3.94623794,-28,-1.58192052,16
113,0,45,64,63,-3,45,-3,3d_discrete,1,2.36431742,-11.4,3.124511382,25
114,4.79679897,49.79679897,89,40,1,45,-3,3d_discrete,1,5.488828802,4.8,-3.407029378,20
115,3.22690963,48.22690963,109,57,3,45,-3,3d_discrete,1,2.081799424,24.6,-1.358766268,-8
116,3.32147576,48.32147576,101,50,3,45,3,3d_discrete,1,0.723033156,18.8,-4.293075788,0
117,-1.6262572,43.3737428,101,35,3,45,3,3d_discrete,1,-3.570042632,8.2,0.715715592,-10
118,-1.13817701,43.86182299,91,38,-3,45,3,3d_discrete,1,-2.85432704,-7.2,0.693511292,-6
119,-1.75503189,43.24496811,85,44,0,45,-3,3d_discrete,1,-2.160815748,-12.4,1.00338852,-34
120,-1.74628162,43.25371838,51,60,-3,45,-3,3d_discrete,1,-1.157427228,-34.8,-1.219641236,15
121,-4.53777251,40.46222749,66,52,1,45,3,3d_discrete,1,-2.377068464,-12.8,-3.461986338,49
122,-9.59313426,35.40686574,115,51,0,45,3,3d_discrete,1,-5.839054802,33.4,1.844874826,32
123,-9.40078004,35.59921996,147,47,1,45,-3,3d_discrete,1,-3.994179976,54.2,5.323170374,-31
124,-4.65825411,40.34174589,116,50,3,45,-3,3d_discrete,1,1.328990398,17,1.940248882,-10
125,-2.96093613,42.03906387,106,55,3,45,3,3d_discrete,1,3.26923928,-4,0.797897788,22
126,-1.5693548,43.4306452,128,52,-3,45,-3,3d_discrete,1,4.067137068,5.6,-2.012577428,104
127,-2.07913172,42.92086828,232,84,-3,45,3,3d_discrete,1,2.05455964,86.2,-2.180009152,-148
128,-2.97373108,42.02626892,84,33,1,45,-3,3d_discrete,1,-0.125449512,-49.2,1.269626026,79
129,-0.96556779,44.03443221,163,68,3,45,-3,3d_discrete,1,1.144176514,20.4,2.243225252,-23
130,2.33730586,47.33730586,140,43,0,45,3,3d_discrete,1,3.387401766,-9.4,-5.851325428,3
131,-4.00018576,40.99981424,143,69,1,45,3,3d_discrete,1,-2.463923662,-9.4,-0.25307976,-65
132,-4.79679897,40.20320103,78,104,0,45,-3,3d_discrete,1,-2.717003422,-43.6,3.220990466,46
133,-1.22632786,43.77367214,124,44,3,45,-3,3d_discrete,1,0.503987044,-5.6,2.135600902,-62
134,1.37798325,46.37798325,62,58,1,45,-3,3d_discrete,1,2.639587946,-47.4,-0.155041758,129
135,0.9443504,45.9443504,191,69,0,45,3,3d_discrete,1,2.484546188,71.4,0.899775344,-137
136,3.30520362,48.30520362,54,61,3,45,3,3d_discrete,1,3.384321532,-47.8,-2.995565846,45
137,1.58624696,46.58624696,99,53,-3,45,-3,3d_discrete,1,0.388755686,-7,-3.958620044,25
138,-2.65888439,42.34111561,124,53,0,45,-3,3d_discrete,1,-3.569864358,18,2.489479256,-8
139,-0.55625223,44.44374777,116,49,-3,45,3,3d_discrete,1,-1.080385102,-0.8,-0.302389546,-5
140,-1.30938982,43.69061018,111,37,1,45,3,3d_discrete,1,-1.382774648,10.2,-4.177991176,-30
141,-7.68552715,37.31447285,81,103,1,45,3,3d_discrete,1,-5.560765824,-25.2,3.63673375,86
142,-5.45755349,39.54244651,167,63,-3,45,3,3d_discrete,1,-1.924032074,47.2,-1.099042452,-87
143,-7.53102383,37.46897617,80,70,3,45,3,3d_discrete,1,-3.023074526,-31,6.515220624,62
144,-1.13069095,43.86930905,142,51,-3,45,-3,3d_discrete,1,3.492146098,25.8,0.868812986,-10
145,0,45,132,63,1,45,-3,3d_discrete,1,4.360959084,11.6,-2.489064574,-31
146,-1.18994893,43.81005107,101,47,0,45,-3,3d_discrete,1,1.87189451,-23.4,-1.983611528,13
147,-2.6025622,42.3974378,114,65,0,45,3,3d_discrete,1,-0.111717018,0.2,-2.898637758,33
148,-4.99374399,40.00625601,147,68,3,45,-3,3d_discrete,1,-3.010354776,19.8,3.010354776,519
1,5.76602277,50.76602277,666,69,0,45,0,3d_discrete,2,0,0,-1.7601401,-182
2,2.24574257,47.24574257,484,87,0,45,0,3d_discrete,2,-1.7601401,-91,-4.392480467,50
3,-5.22304818,39.77695182,534,85,0,45,0,3d_discrete,2,-6.152620567,-27.33333333,7.244899299,-264
4,2.38594403,47.38594403,270,31,0,45,0,3d_discrete,2,1.092278733,-218.5,-8.557303211,297
5,-8.0376153,36.9623847,567,66,0,45,0,3d_discrete,2,-7.465024478,62.8,7.466599358,-44
6,-2.15527562,42.84472438,523,46,0,45,0,3d_discrete,2,0.00157488,47.4,-4.58772885,-170
7,-8.99019123,36.00980877,353,47,0,45,0,3d_discrete,2,-4.58615397,-96.4,8.007944306,0
8,0.07795339,45.07795339,353,1229,0,45,0,3d_discrete,2,3.421790336,-60.2,-12.08555582,50
9,-15.60598905,29.39401095,403,61,0,45,0,3d_discrete,2,-8.663765488,-36.8,2.219017814,-71
10,-14.72431022,30.27568978,332,30,0,45,0,3d_discrete,2,-6.444747674,-60.8,9.863107424,261
11,-5.53768459,39.46231541,593,54,0,45,0,3d_discrete,2,3.41835975,186.2,-6.869041016,-207
12,-13.2608592,31.7391408,386,49,0,45,0,3d_discrete,2,-3.450681266,-27.4,7.343765582,-19
13,-7.41585537,37.58414463,367,33,0,45,0,3d_discrete,2,3.893084316,-49.2,5.355501064,7
14,1.32605438,46.32605438,374,30,0,45,0,3d_discrete,2,9.24858538,-36.4,-2.542052832,-7
15,2.16107949,47.16107949,367,31,0,45,0,3d_discrete,2,6.706532548,-50.4,4.273810704,13
16,9.42803389,54.42803389,380,47,0,45,0,3d_discrete,2,10.98034325,5.2,-15.6955159,-156
17,-4.51913771,40.48086229,224,34,0,45,0,3d_discrete,2,-4.715172646,-118.4,-6.814484132,51
18,-12.31306346,32.68693654,275,84,0,45,0,3d_discrete,2,-11.52965678,-49,9.996746632,207
19,-3.22690963,41.77309037,482,35,0,45,0,3d_discrete,2,-1.532910146,136.4,8.731278928,-213
20,6.34019175,51.34019175,269,64,0,45,0,3d_discrete,2,7.198368782,-57,-6.32442966,218
21,-2.33730586,42.66269414,487,31,0,45,0,3d_discrete,2,0.873939122,139.6,-0.32860021,30
22,-2.20259816,42.79740184,517,52,0,45,0,3d_discrete,2,0.545338912,111,3.65290206,-99
23,4.89114574,49.89114574,418,32,0,45,0,3d_discrete,2,4.198240972,-16.6,-0.429741394,13
24,6.38348284,51.38348284,431,13,0,45,0,3d_discrete,2,3.768499578,6.6,0.460733934,-25
25,6.97022303,51.97022303,406,44,0,45,0,3d_discrete,2,4.229233512,-45.8,-3.461891618,71
26,4.96974073,49.96974073,477,47,0,45,0,3d_discrete,2,0.767341894,27.2,0.289752718,31
27,7.12501635,52.12501635,508,46,0,45,0,3d_discrete,2,1.057094612,60,-2.954056722,71
28,3.9909131,48.9909131,579,38,0,45,0,3d_discrete,2,-1.89696211,98.8,2.221923548,-169
29,6.1701751,51.1701751,410,57,-3,45,3,3d_discrete,2,0.324961438,-66,-2.759468166,25
30,2.52082791,47.52082791,435,44,-3,45,-3,3d_discrete,2,-2.434506728,-46.8,4.36039038,-119
31,7.35908768,52.35908768,316,47,3,45,-3,3d_discrete,2,1.925883652,-133.6,-13.45195359,77
32,-9.39733647,35.60266353,393,6,0,45,-3,3d_discrete,2,-11.52606993,-33.6,8.144502922,-86
33,-2.56377021,42.43622979,307,25,1,45,3,3d_discrete,2,-3.381567012,-65.2,-2.809745154,243
34,-8.25943798,36.74056202,550,53,0,45,3,3d_discrete,2,-6.191312166,149.8,NA,-64
35,NA,210.4218522,486,1286,1,45,-3,3d_discrete,2,NA,75.6,NA,-96
36,-5.84161887,39.15838113,390,28,3,45,3,3d_discrete,2,-2.1010037,-35.2,8.19058527,60
37,1.09643608,46.09643608,450,47,-3,45,3,3d_discrete,2,6.08958157,13.4,-14.07165253,169
38,-13.86968644,31.13031356,619,15,0,45,3,3d_discrete,2,-7.982070956,120,-0.07550405,-124
39,-16.79054556,28.20945444,495,58,1,45,3,3d_discrete,2,-8.057575006,7,15.78877924,-125
40,0.81265159,45.81265159,370,32,0,45,-3,3d_discrete,2,7.73120423,-94.8,-6.582899116,256
41,-5.75240469,39.24759531,626,47,1,45,-3,3d_discrete,2,1.148305114,114,0.40205489,-157
42,-6.96204627,38.03795373,469,35,3,45,-3,3d_discrete,2,1.550360004,-46.8,-4.859836994,12
43,-11.30993247,33.69006753,481,51,3,45,3,3d_discrete,2,-3.30947699,-7.2,13.25783505,-10
44,6.63251462,51.63251462,471,64,-3,45,-3,3d_discrete,2,9.948358064,-12.4,-9.794829582,-1
45,-4.1560566,40.8439434,470,80,0,45,-3,3d_discrete,2,0.153528482,-33.4,-10.54691652,127
46,-16.94061523,28.05938477,597,2093,-3,45,-3,3d_discrete,2,-10.39338804,99.4,5.174538792,169
47,-12.96708398,32.03291602,766,34,3,45,-3,3d_discrete,2,-5.218849248,209,6.01154195,-122
48,-5.86694442,39.13305558,644,17,1,45,-3,3d_discrete,2,0.792692702,54.4,-2.425839696,-65
49,-12.0241088,32.9758912,579,71,1,45,3,3d_discrete,2,-1.633146994,-32.2,6.554613968,-133
50,-5.79785439,39.20214561,446,47,-3,45,3,3d_discrete,2,4.921466974,-160.4,-4.850075072,150
51,-9.07475802,35.92524198,596,30,0,45,3,3d_discrete,2,0.071391902,-10.2,-5.285301896,-23
52,-14.7083039,30.2916961,573,34,3,45,3,3d_discrete,2,-5.213909994,5.4,13.90555349,74
53,0.46329809,45.46329809,647,59,1,45,-3,3d_discrete,2,8.691643494,78.8,-0.203385946,40
54,3.33091738,48.33091738,687,63,3,45,3,3d_discrete,2,8.488257548,97.2,-7.955272162,-167
55,-4.33097988,40.66902012,520,81,0,45,3,3d_discrete,2,0.532985386,-84.6,-2.5842285,193
56,-6.37532097,38.62467903,713,63,3,45,-3,3d_discrete,2,-2.051243114,85,-0.78287641,-170
57,-5.27067075,39.72932925,543,63,-3,45,3,3d_discrete,2,-2.834119524,-79,-0.316605344,-69
58,-7.09991964,37.90008036,474,64,1,45,3,3d_discrete,2,-3.150724868,-113.4,11.57701647,-33
59,4.76364169,49.76364169,441,1817,0,45,-3,3d_discrete,2,8.4262916,-97.2,-5.326288306,64
60,0.3794367,45.3794367,505,47,-3,45,-3,3d_discrete,2,3.100003294,-30.2,-3.475792878,-52
61,-2.27661498,42.72338502,453,28,1,45,3,3d_discrete,2,-0.375789584,-30.2,3.64686231,-54
62,3.03047685,48.03047685,399,51,0,45,3,3d_discrete,2,3.271072726,-55.4,-0.856395594,18
63,4.49258148,49.49258148,417,98,3,45,-3,3d_discrete,2,2.414677132,-26,-10.94337864,-63
64,-9.25440687,35.74559313,354,46,1,45,-3,3d_discrete,2,-8.528701506,-71.6,11.27009984,49
65,2.42475704,47.42475704,403,60,-3,45,-3,3d_discrete,2,2.741398336,-2.2,-15.81530539,-79
66,-16.16903169,28.83096831,324,42,0,45,-3,3d_discrete,2,-13.07390705,-55.4,20.18521596,-2
67,4.26261112,49.26261112,322,47,3,45,3,3d_discrete,2,7.111308904,-42,-7.67033316,64
68,-5.38279792,39.61720208,386,47,-3,45,3,3d_discrete,2,-0.559024256,28.2,-3.692940894,82
69,-9.0310718,35.9689282,468,34,3,45,3,3d_discrete,2,-4.25196515,87.4,3.545856336,-165
70,-7.46270859,37.53729141,303,79,-3,45,-3,3d_discrete,2,-0.706108814,-57.6,NA,264
71,NA,217.1339316,567,107,0,45,3,3d_discrete,2,NA,157.8,NA,-165
72,-3.48932491,41.51067509,402,62,0,45,-3,3d_discrete,2,0.73133351,-23.2,23.42704998,-29
73,23.85650356,68.85650356,373,1810,3,45,-3,3d_discrete,2,24.15838349,-49.6,-35.81349716,74
74,-13.60054252,31.39945748,447,33,-3,45,3,3d_discrete,2,-11.65511367,28.6,NA,-49
75,NA,214.1515001,398,1079,1,45,-3,3d_discrete,2,NA,-39.4,NA,23
76,-7.48503895,37.51496105,421,18,1,45,3,3d_discrete,2,-5.848816668,12.8,-11.15518607,31
77,-21.43460413,23.56539587,452,48,-3,45,-3,3d_discrete,2,-17.00400274,33.8,16.62624428,136
78,-5.13811858,39.86188142,588,60,-3,45,3,3d_discrete,2,-0.377758456,126.8,1.516237684,-180
79,-10.49147701,34.50852299,408,41,0,45,3,3d_discrete,2,1.138479228,-45.4,1.903865466,52
80,-7.3343788,37.6656212,460,66,1,45,3,3d_discrete,2,3.042344694,-5.8,1.708492586,40
81,-5.16109803,39.83890197,500,33,3,45,3,3d_discrete,2,4.75083728,18.4,-9.57327002,162
82,-13.05930903,31.94069097,662,82,1,45,-3,3d_discrete,2,-4.82243274,138.4,0.225295106,41
83,-14.75798776,30.24201224,703,30,0,45,-3,3d_discrete,2,-4.597137634,156.4,9.007482454,83
84,-4.56526238,40.43473762,786,15,3,45,-3,3d_discrete,2,4.41034482,163.8,5.020474196,-267
85,2.40260947,47.40260947,519,46,3,45,-3,3d_discrete,2,9.430819016,-115,-4.749453596,-15
86,-1.64328065,43.35671935,504,15,1,45,-3,3d_discrete,2,4.68136542,-130.8,-15.59447227,-129
87,-18.28236389,26.71763611,375,29,1,45,3,3d_discrete,2,-10.91310685,-202.4,15.17848575,45
88,-0.19035073,44.80964927,420,29,3,45,3,3d_discrete,2,4.265378906,-100.8,6.567822718,-32
89,9.11315558,54.11315558,388,60,0,45,3,3d_discrete,2,10.83320162,-53.2,-1.228051494,64
90,9.25572774,54.25572774,452,13,-3,45,-3,3d_discrete,2,9.60515013,24.2,-16.44230439,-4
91,-8.57240065,36.42759935,448,43,0,45,-3,3d_discrete,2,-6.83715426,31.4,1.591082592,-242
92,-4.1560566,40.8439434,206,81,-3,45,3,3d_discrete,2,-5.246071668,-176.8,-2.604710418,300
93,-8.40337109,36.59662891,506,48,1,45,-3,3d_discrete,2,-7.850782086,106,12.43328833,-23
94,2.75910766,47.75910766,483,92,0,45,-3,3d_discrete,2,4.582506248,64,5.225481296,-64
95,7.66680426,52.66680426,419,77,1,45,3,3d_discrete,2,9.807987544,6.6,-10.49902921,83
96,-1.39718103,43.60281897,502,46,-3,45,3,3d_discrete,2,-0.69104167,78.8,2.176178766,-62
97,2.01276132,47.01276132,440,29,0,45,3,3d_discrete,2,1.485137096,-30,-19.36726105,-102
98,-19.59228189,25.40771811,338,40,3,45,3,3d_discrete,2,-17.88212395,-98.4,2.301836446,64
99,-22.30283372,22.69716628,402,89,3,45,-3,3d_discrete,2,-15.58028751,-18.2,11.50334539,0
100,-15.41606148,29.58393852,402,50,-3,45,-3,3d_discrete,2,-4.07694212,-14.8,-4.021178558,51
101,-23.94725479,21.05274521,453,46,1,45,3,3d_discrete,2,-8.098120678,46,18.70352973,-60
102,-7.05784665,37.94215335,393,72,3,45,3,3d_discrete,2,10.60540906,-4.6,-5.559426048,124
103,-10.8735204,34.1264796,517,47,1,45,-3,3d_discrete,2,5.045983008,83.6,1.049893424,NA
104,-6.70382529,38.29617471,NA,277,-3,45,-3,3d_discrete,2,6.095876432,NA,2.131860138,NA
105,-1.86094107,43.13905893,558,65,-3,45,3,3d_discrete,2,8.22773657,93.4,-7.61332076,-74
106,-5.85601359,39.14398641,484,46,0,45,3,3d_discrete,2,0.61441581,3,-8.73095622,-118
107,-16.4692506,28.5307494,366,14,3,45,-3,3d_discrete,2,-8.11654041,-97.6,-1.257481344,-27
108,-19.44003483,25.55996517,339,19,0,45,-3,3d_discrete,2,-9.374021754,-113.8,9.994559396,141
109,-10.13088797,34.86911203,480,45,1,45,-3,3d_discrete,2,0.620537642,34.6,-2.474442492,-12
110,-15.29142781,29.70857219,468,65,0,45,-3,3d_discrete,2,-1.85390485,40.6,10.43663536,44
111,-4.60448716,40.39551284,512,84,-3,45,-3,3d_discrete,2,8.582730514,79,-14.69856206,-46
