TN,Hand,Hand.Angle,RT,MT,tgt_jump_size,ti,clamp_size,Exp,SN,Hand_dt,RT_dt,Hand_Diff,RT_Diff
127,11.30993247,56.30993247,66,66,0,45,-7,7d_discrete,84,12.22129013,-55.6,-0.42007772,229
128,17.31893843,62.31893843,295,51,-3,45,7,7d_discrete,84,11.80121241,126.8,-33.81958857,-171
129,-16.91501944,28.08498056,124,51,1,45,-7,7d_discrete,84,-22.01837615,-49.2,13.18701191,4
130,-3.89167629,41.10832371,128,67,0,45,7,7d_discrete,84,-8.831364248,-37.6,11.18620317,36
131,4.89909245,49.89909245,164,69,3,45,7,7d_discrete,84,2.354838926,8.6,-0.741499508,-35
132,2.36950806,47.36950806,129,52,1,45,7,7d_discrete,84,1.613339418,-39,-5.698760598,62
133,-8.49130028,36.50869972,191,57,-3,45,7,7d_discrete,84,-4.08542118,43.8,1.766610816,-25
134,-4.17710697,40.82289303,166,68,0,45,-7,7d_discrete,84,-2.318810364,10.4,0.389621728,-21
135,-3.76143748,41.23856252,145,34,-3,45,-7,7d_discrete,84,-1.929188636,-14,3.623511146,-58
136,-1.39718103,43.60281897,87,35,1,45,7,7d_discrete,84,1.69432251,-56.6,-5.803424766,-39
137,-9.59313426,35.40686574,48,34,0,45,7,7d_discrete,84,-4.109102256,-79.4,-2.211815348,166
138,-12.63336194,32.36663806,214,53,3,45,-7,7d_discrete,84,-6.320917604,82,8.325252498,-80
139,-4.34086006,40.65913994,134,51,1,45,-7,7d_discrete,84,2.004334894,8.4,-1.340609916,32
140,-6.1614781,38.8385219,166,134,3,45,7,7d_discrete,84,0.663724978,36.2,6.032325366,-1
141,0.18785434,45.18785434,165,35,0,45,7,7d_discrete,84,6.696050344,19.6,-5.339565872,31
142,-4.04135585,40.95864415,196,49,-3,45,7,7d_discrete,84,1.356484472,21,-8.508362706,-33
143,-12.52880771,32.47119229,163,52,1,45,-7,7d_discrete,84,-7.151878234,-1.8,7.01525417,-101
144,-5.80672691,39.19327309,62,34,3,45,-7,7d_discrete,84,-0.136624064,-88.4,-1.491987798,66
145,-7.58302386,37.41697614,128,34,0,45,-7,7d_discrete,84,-1.628611862,-14.8,-1.06139796,71
146,-10.85249086,34.14750914,199,68,3,45,7,7d_discrete,84,-2.690009822,49.4,0.764543514,-17
147,-11.59959522,33.40040478,182,34,-3,45,-7,7d_discrete,84,-1.925466308,35.2,4.26982663,-32
148,-6.03000881,38.96999119,150,50,1,45,7,7d_discrete,84,2.344360322,5.8,-2.344360322,236
1,-6.58194466,38.41805534,386,56,0,45,0,7d_discrete,85,0,0,-2.456748085,-93
2,-11.49544083,33.50455917,293,51,0,45,0,7d_discrete,85,-2.456748085,-46.5,0.698051362,-66
3,-11.67673783,33.32326217,227,58,0,45,0,7d_discrete,85,-1.758696723,-75,5.632488068,-16
4,-4.75298598,40.24701402,211,59,0,45,0,7d_discrete,85,3.873791345,-68.25,9.621646795,13
5,8.24252035,53.24252035,224,33,0,45,0,7d_discrete,85,13.49543814,-44.2,-10.74612103,206
6,-1.48401468,43.51598532,430,20,0,45,0,7d_discrete,85,2.749317114,153,-13.22902561,-137
7,-15.51744016,29.48255984,293,64,0,45,0,7d_discrete,85,-10.4797085,16,9.189585554,-100
8,-4.9906338,40.0093662,193,25,0,45,0,7d_discrete,85,-1.290122946,-77.2,1.656172212,-65
9,-2.97983049,42.02016951,128,53,0,45,0,7d_discrete,85,0.366049266,-125.6,-2.449808176,115
10,-8.84767842,36.15232158,243,102,0,45,0,7d_discrete,85,-2.08375891,-14.4,6.647401588,80
11,-2.37934237,42.62065763,323,45,0,45,0,7d_discrete,85,4.563642678,87,0.377076994,-33
12,1.37652832,46.37652832,290,45,0,45,0,7d_discrete,85,4.940719672,54.6,-10.60417691,-172
13,-10.28690229,34.71309771,118,38,0,45,0,7d_discrete,85,-5.66345724,-102.4,7.5098874,42
14,-2.72631099,42.27368901,160,41,0,45,0,7d_discrete,85,1.84643016,-66.8,-5.039910806,110
15,-7.49585764,37.50414236,270,58,0,45,0,7d_discrete,85,-3.193480646,37.8,0.675616126,-52
16,-7.9304663,37.0695337,218,41,0,45,0,7d_discrete,85,-2.51786452,6.8,1.780447092,68
17,-8.03165609,36.96834391,286,50,0,45,0,7d_discrete,85,-0.737417428,75.6,10.30094136,-30
18,5.40833216,50.40833216,256,54,0,45,0,7d_discrete,85,9.563523932,18,-8.05245667,-183
19,-2.62357789,42.37642211,73,66,0,45,0,7d_discrete,85,1.511067262,-147.6,-8.382502486,103
20,-11.88363606,33.11636394,176,86,0,45,0,7d_discrete,85,-6.871435224,-25.8,6.436055776,112
21,-4.82685878,40.17314122,288,46,0,45,0,7d_discrete,85,-0.435379448,72.2,5.76012501,-88
22,3.17449681,48.17449681,200,80,0,45,0,7d_discrete,85,5.324745562,1.4,-8.885870602,-98
23,-8.49130028,36.50869972,102,60,0,45,0,7d_discrete,85,-3.56112504,-65.8,3.697146278,116
24,-5.33679803,39.66320197,218,129,0,45,0,7d_discrete,85,0.136021238,21.2,-3.467870566,65
25,-8.03492673,36.96507327,283,73,0,45,0,7d_discrete,85,-3.331849328,64.8,3.157233326,-130
26,-4.89040206,40.10959794,153,70,0,45,0,7d_discrete,85,-0.174616002,-38.2,6.358602766,59
27,1.04162668,46.04162668,212,68,0,45,0,7d_discrete,85,6.183986764,18.4,-12.09138208,-50
28,-11.68936918,33.31063082,162,57,0,45,0,7d_discrete,85,-5.907395316,-43.6,-4.125949482,156
29,-18.43494882,26.56505118,318,269,0,45,-7,7d_discrete,85,-10.0333448,92.4,10.7460838,-32
30,-7.60234959,37.39765041,286,51,1,45,-7,7d_discrete,85,0.712739004,59.8,3.85303665,49
31,-3.46404066,41.53595934,335,69,3,45,-7,7d_discrete,85,4.565775654,72.4,-4.122547036,-2
32,-9.74364129,35.25635871,333,36,1,45,7,7d_discrete,85,0.443228618,46.2,1.224473358,-139
33,-7.72661762,37.27338238,194,84,0,45,7,7d_discrete,85,1.667701976,-99.2,-8.729144472,87
34,-15.96096541,29.03903459,281,83,-3,45,-7,7d_discrete,85,-7.061442496,-4.8,9.708538396,-10
35,-5.91494637,39.08505363,271,36,3,45,7,7d_discrete,85,2.6470959,-11.8,3.104034502,89
36,-2.64762967,42.35237033,360,37,-3,45,7,7d_discrete,85,5.751130402,72.2,-8.920900404,-68
37,-12.02475227,32.97524773,292,59,3,45,7,7d_discrete,85,-3.169770002,12.4,2.876830538,77
38,-9.50324776,35.49675224,369,53,3,45,-7,7d_discrete,85,-0.292939464,54.4,-2.452195434,-77
39,-10.95406264,34.04593736,292,37,1,45,7,7d_discrete,85,-2.745134898,-24.8,5.013582926,45
40,-5.94686305,39.05313695,337,23,1,45,-7,7d_discrete,85,2.268448028,7,-10.10091284,10
41,-19.39781245,25.60218755,347,58,-3,45,-7,7d_discrete,85,-7.832464816,19.6,3.842849788,173
42,-16.43751526,28.56248474,520,617,0,45,-7,7d_discrete,85,-3.989615028,147,0.079007988,-283
43,-18.07232215,26.92767785,237,76,-3,45,7,7d_discrete,85,-3.91060704,-109.6,7.412450102,81
44,-10.5863244,34.4136756,318,58,0,45,7,7d_discrete,85,3.501843062,-33.8,-0.072468506,-30
45,-11.83677537,33.16322463,288,42,3,45,7,7d_discrete,85,3.429374556,-54,-0.333740576,70
46,-10.36369182,34.63630818,358,61,-3,45,7,7d_discrete,85,3.09563398,13.8,2.621515296,-3
47,-5.56834184,39.43165816,355,47,0,45,7,7d_discrete,85,5.717149276,43.8,-9.617073294,-252
48,-14.46368838,30.53631162,103,60,0,45,-7,7d_discrete,85,-3.899924018,-181.4,6.414719268,-29
49,-7.41463029,37.58536971,74,61,-3,45,-7,7d_discrete,85,2.51479525,-161.6,0.687366336,186
50,-5.4498861,39.5501139,260,52,1,45,7,7d_discrete,85,3.202161586,30,-8.795215408,-90
51,-15.21545393,29.78454607,170,66,1,45,-7,7d_discrete,85,-5.593053822,-22.4,1.607129522,-152
52,-15.61832005,29.38167995,18,147,3,45,-7,7d_discrete,85,-3.9859243,-107,4.468349542,321
53,-10.32154104,34.67845896,339,131,0,45,-7,7d_discrete,85,0.482425242,166.8,6.966225654,-168
54,-2.34048666,42.65951334,171,56,-3,45,-7,7d_discrete,85,7.448650896,-20.6,-4.112550792,-36
55,-6.70382529,38.29617471,135,55,1,45,7,7d_discrete,85,3.336100104,-31.6,-4.806028952,106
56,-10.58345432,34.41654568,241,15,-3,45,7,7d_discrete,85,-1.469928848,60.2,-1.479280282,28
57,-11.17383824,33.82616176,269,27,1,45,-7,7d_discrete,85,-2.94920913,38,2.548543616,-134
58,-8.20123302,36.79876698,135,72,0,45,7,7d_discrete,85,-0.400665514,-55.2,-0.66004592,83
59,-10.49147701,34.50852299,218,51,3,45,-7,7d_discrete,85,-1.060711434,18.4,-3.343944088,-109
60,-15.61832005,29.38167995,109,251,3,45,7,7d_discrete,85,-4.404655522,-85.4,1.71544041,-69
61,-14.73273597,30.26726403,40,62,0,45,-7,7d_discrete,85,-2.689215112,-114.2,8.208713138,179
62,-5.36156898,39.63843102,219,49,1,45,-7,7d_discrete,85,5.519498026,74.8,-1.350831024,-154
63,-6.34019175,38.65980825,65,51,3,45,7,7d_discrete,85,4.168667002,-65.2,-0.275084628,212
64,-5.64622622,39.35377378,277,43,-3,45,7,7d_discrete,85,3.893582374,135,-9.096759342,-155
65,-14.52415194,30.47584806,122,36,1,45,7,7d_discrete,85,-5.203176968,-22.6,-4.257575662,55
66,-19.79397551,25.20602449,177,103,3,45,-7,7d_discrete,85,-9.46075263,5,8.612294322,50
67,-12.63670924,32.36329076,227,58,-3,45,-7,7d_discrete,85,-0.848458308,53.4,9.282833914,5
68,-2.60729622,42.39270378,232,52,0,45,7,7d_discrete,85,8.434375606,25,-3.5506348,-62
69,-6.28585722,38.71414278,170,50,0,45,7,7d_discrete,85,4.883740806,-15.6,-2.937482688,-62
70,-7.8981369,37.1018631,108,72,-3,45,-7,7d_discrete,85,1.946258118,-74.8,-5.675860162,-7
71,-12.01900245,32.98099755,101,19,1,45,-7,7d_discrete,85,-3.729602044,-66.6,-3.258950078,251
72,-15.93826335,29.06173665,352,108,3,45,-7,7d_discrete,85,-6.988552122,159.4,5.17339125,112
73,-12.80426607,32.19573393,464,19,1,45,7,7d_discrete,85,-1.815160872,225,0.95467869,-45
74,-13.24051992,31.75948008,419,48,-3,45,7,7d_discrete,85,-0.860482182,130.2,6.104118444,-149
75,-6.94596762,38.05403238,270,11,3,45,7,7d_discrete,85,5.243636262,-51.2,-7.95248891,-49
76,-15.61832005,29.38167995,221,190,0,45,-7,7d_discrete,85,-2.708852648,-124.2,-0.06398866,-14
77,-15.61832005,29.38167995,207,56,3,45,-7,7d_discrete,85,-2.772841308,-109.2,9.255564028,218
78,-4.75237851,40.24762149,425,49,0,45,7,7d_discrete,85,6.48272272,116.6,-4.634536618,-318
79,-8.42351393,36.57648607,107,59,0,45,-7,7d_discrete,85,1.848186102,-139,1.173195078,22
80,-7.32640666,37.67359334,129,35,-3,45,7,7d_discrete,85,3.02138118,-88.8,-1.516392926,88
81,-7.14891947,37.85108053,217,35,3,45,7,7d_discrete,85,1.504988254,0,-5.546847612,53
82,-11.96512884,33.03487116,270,60,1,45,7,7d_discrete,85,-4.041859358,40.4,5.391936146,-39
83,-7.02839624,37.97160376,231,52,-3,45,-7,7d_discrete,85,1.350076788,40.2,-7.035516698,NA
84,-15.47401269,29.52598731,NA,379,1,45,-7,7d_discrete,85,-5.68543991,NA,1.514075318,NA
85,-15.61832005,29.38167995,23,185,3,45,-7,7d_discrete,85,-4.171364592,-151,4.635134004,235
86,-11.94175269,33.05824731,258,144,1,45,7,7d_discrete,85,0.463769412,58.2,-1.680267854,19
87,-14.03624347,30.96375653,277,73,-3,45,-7,7d_discrete,85,-1.216498442,65.2,NA,157
88,NA,56.3906307,434,569,3,45,7,7d_discrete,85,NA,189.4,NA,-121
89,NA,56.41583952,313,95,0,45,7,7d_discrete,85,NA,52,NA,-82
90,0.67802491,45.67802491,231,69,0,45,-7,7d_discrete,85,11.95648571,-71.6,3.915716288,204
91,9.61067967,54.61067967,435,34,1,45,-7,7d_discrete,85,15.872202,97,-10.47935298,-101
92,2.81873837,47.81873837,334,67,-3,45,7,7d_discrete,85,5.392849012,-15.4,-2.811664012,43
93,2.99428112,47.99428112,377,36,-3,45,-7,7d_discrete,85,2.581185,39,0.360297602,-93
94,7.70228427,52.70228427,284,66,-3,45,7,7d_discrete,85,2.941482602,-48.2,-7.921994832,-20
95,-0.44414443,44.55585557,264,77,3,45,7,7d_discrete,85,-4.98051223,-74.8,2.784231916,122
96,0.52243944,45.52243944,386,52,1,45,-7,7d_discrete,85,-2.196280314,57,12.66591088,-244
97,15.78075331,60.78075331,142,1078,3,45,-7,7d_discrete,85,10.46963057,-148.6,-23.72982701,350
98,-10.6849124,34.3150876,492,10525,1,45,7,7d_discrete,85,-13.26019644,178.4,17.08333438,-103
99,6.07245641,51.07245641,389,448,0,45,7,7d_discrete,85,3.823137944,54.4,-9.717835976,-179
100,-4.44568835,40.55431165,210,65,0,45,-7,7d_discrete,85,-5.894698032,-113.8,11.44269478,87
101,8.61564818,53.61564818,297,132,3,45,7,7d_discrete,85,5.54799675,-9,-3.477418422,-58
102,2.47759887,47.47759887,239,58,0,45,-7,7d_discrete,85,2.070578328,-86.4,-3.401267854,125
103,1.51664187,46.51664187,364,19,3,45,-7,7d_discrete,85,-1.330689526,64.2,-0.75822134,-185
104,-0.57008844,44.42991156,179,63,-3,45,7,7d_discrete,85,-2.088910866,-78.8,0.667496762,279
105,1.23318249,46.23318249,458,75,-3,45,-7,7d_discrete,85,-1.421414104,150.6,4.575134802,-215
106,5.10648457,50.10648457,243,95,1,45,-7,7d_discrete,85,3.153720698,-53.6,-5.54627626,62
107,-1.16913933,43.83086067,305,25,0,45,7,7d_discrete,85,-2.392555562,-4.8,6.39566324,72
108,6.15399442,51.15399442,377,74,1,45,7,7d_discrete,85,4.003107678,64.6,0.002551876,-127
109,7.83820498,52.83820498,250,46,3,45,-7,7d_discrete,85,4.005659554,-76.6,-3.010795442,35
110,5.7259663,50.7259663,285,78,-3,45,7,7d_discrete,85,0.994864112,-7,-4.704669386,135
111,0,45,420,38,0,45,-7,7d_discrete,85,-3.709805274,92.6,2.19233423,-126
112,3.03270262,48.03270262,294,32,-3,45,-7,7d_discrete,85,-1.517471044,-31.2,1.32156816,59
113,3.90433987,48.90433987,353,92,0,45,7,7d_discrete,85,-0.195902884,32.6,-2.95440573,73
114,-0.77213357,44.22786643,426,114,1,45,-7,7d_discrete,85,-3.150308614,70.4,3.085712838,-234
115,1.46048251,46.46048251,192,59,1,45,7,7d_discrete,85,-0.064595776,-145,-1.311178078,206
116,0.18663054,45.18663054,398,57,3,45,7,7d_discrete,85,-1.375773854,65.4,0.646822112,-244
117,0.28364016,45.28364016,154,55,3,45,-7,7d_discrete,85,-0.728951742,-150.6,-2.418363794,127
118,-3.64448951,41.35551049,281,42,3,45,7,7d_discrete,85,-3.147315536,-9.2,4.441551508,-107
119,1.18936089,46.18936089,174,83,1,45,7,7d_discrete,85,1.294235972,-65.8,-1.393670508,78
120,-0.62050765,44.37949235,252,26,0,45,7,7d_discrete,85,-0.099434536,0.2,2.725067246,259
121,2.58404186,47.58404186,511,73,-3,45,7,7d_discrete,85,2.62563271,236.6,-3.086269332,-246
122,-0.69869438,44.30130562,265,41,-3,45,-7,7d_discrete,85,-0.460636622,-31.6,2.326954382,-149
123,2.94644738,47.94644738,116,35,1,45,-7,7d_discrete,85,1.86631776,-147.6,0.03052179,63
124,3.42387124,48.42387124,179,89,0,45,-7,7d_discrete,85,1.89683955,-85.6,-1.81333897,43
125,2.16829225,47.16829225,222,24,3,45,-7,7d_discrete,85,0.08350058,-36.6,-0.511504462,102
126,1.42497427,46.42497427,324,11,0,45,7,7d_discrete,85,-0.428003882,102.8,1.469738278,-48
127,3.79306428,48.79306428,276,84,-3,45,7,7d_discrete,85,1.041734396,52.6,-4.471658316,-26
128,-1.58485439,43.41514561,250,84,1,45,-7,7d_discrete,85,-3.42992392,-0.2,4.754450318,138
129,3.1060271,48.1060271,388,26,3,45,7,7d_discrete,85,1.324526398,96,-0.98441437,-139
130,2.10994285,47.10994285,249,19,-3,45,-7,7d_discrete,85,0.340112028,-48.4,-0.825553852,187
131,1.24924268,46.24924268,436,32,0,45,-7,7d_discrete,85,-0.485441824,116.2,0.101541664,-175
132,0.74021436,45.74021436,261,61,1,45,7,7d_discrete,85,-0.38390016,-55.8,-1.986178766,120
133,-1.16124191,43.83875809,381,127,-3,45,7,7d_discrete,85,-2.370078926,38,5.029924418,-183
134,4.05934636,49.05934636,198,43,3,45,7,7d_discrete,85,2.659845492,-107,-1.623857262,184
135,2.51687566,47.51687566,382,18,0,45,7,7d_discrete,85,1.03598823,50.4,-0.907864748,-147
136,1.69895297,46.69895297,235,67,1,45,7,7d_discrete,85,0.128123482,-56.4,-1.650338626,36
137,-0.12428566,44.87571434,271,49,-3,45,-7,7d_discrete,85,-1.522215144,-22.4,-0.430750514,-40
138,-0.40348474,44.59651526,231,52,1,45,-7,7d_discrete,85,-1.952965658,-32.4,4.76018546,152
139,4.43103931,49.43103931,383,781,3,45,-7,7d_discrete,85,2.807219802,82.6,-0.277080378,61
140,4.56322975,49.56322975,444,67,0,45,-7,7d_discrete,85,2.530139424,131.2,-3.294445628,-36
141,1.16124191,46.16124191,408,48,1,45,-7,7d_discrete,85,-0.764306204,60.6,1.182649862,-110
142,2.96093613,47.96093613,298,50,3,45,-7,7d_discrete,85,0.418343658,-54.8,-4.166232486,215
143,-1.40574926,43.59425074,513,41,-3,45,7,7d_discrete,85,-3.747888828,103.8,2.207543546,-244
144,-0.10551697,44.89448303,269,52,3,45,7,7d_discrete,85,-1.540345282,-117.4,5.420727376,80
145,5.50320557,50.50320557,349,60,1,45,7,7d_discrete,85,3.880382094,-18.4,-2.57778866,-146
146,3.36646066,48.36646066,203,37,-3,45,-7,7d_discrete,85,1.302593434,-123.4,-4.46281965,-75
147,-2.11068277,42.88931723,128,45,0,45,-7,7d_discrete,85,-3.160226216,-164.4,4.765153486,327
148,3.66952571,48.66952571,455,67,0,45,7,7d_discrete,85,1.60492727,174.2,-1.60492727,-360
1,16.53483786,61.53483786,95,602,0,45,0,7d_discrete,86,0,0,-6.044574755,221
2,4.44568835,49.44568835,316,89,0,45,0,7d_discrete,86,-6.044574755,110.5,-5.669742142,99
3,-7.08121224,37.91878776,415,68,0,45,0,7d_discrete,86,-11.7143169,139.6666667,16.93918482,0
4,11.59959522,56.59959522,415,33,0,45,0,7d_discrete,86,5.224867923,104.75,-5.024597065,-98
5,6.62506587,51.62506587,317,51,0,45,0,7d_discrete,86,0.200270858,5.4,-4.984150522,-84
6,-2.08256528,42.91743472,233,86,0,45,0,7d_discrete,86,-4.783879664,-106.2,4.260884286,62
7,1.61147667,46.61147667,295,50,0,45,0,7d_discrete,86,-0.522995378,-40,-2.288482838,18
8,0.92404535,45.92404535,313,49,0,45,0,7d_discrete,86,-2.811478216,-1.6,0.897669142,-35
9,-0.62275569,44.37724431,278,51,0,45,0,7d_discrete,86,-1.913809074,-9.2,3.625543408,-15
10,2.09721818,47.09721818,263,65,0,45,0,7d_discrete,86,1.711734334,-13.4,1.641811892,-1
11,5.19442891,50.19442891,262,67,0,45,0,7d_discrete,86,3.353546226,-20.2,-8.318254656,18
12,-4.30765135,40.69234865,280,69,0,45,0,7d_discrete,86,-4.96470843,0.8,8.602955284,4
13,5.13811858,50.13811858,284,33,0,45,0,7d_discrete,86,3.638246854,10.6,-7.26591039,10
14,-2.50405084,42.49594916,294,34,0,45,0,7d_discrete,86,-3.627663536,17.4,-3.42157114,20
15,-7.93133202,37.06866798,314,67,0,45,0,7d_discrete,86,-7.049234676,27.2,8.697383978,-49
16,-0.34104228,44.65895772,265,66,0,45,0,7d_discrete,86,1.648149302,-22.4,-4.158921918,33
17,-4.54804241,40.45195759,298,85,0,45,0,7d_discrete,86,-2.510772616,7,7.372260182,-18
18,2.24574257,47.24574257,280,50,0,45,0,7d_discrete,86,4.861487566,-10.2,3.257233222,100
19,7.50473245,52.50473245,380,36,0,45,0,7d_discrete,86,8.118720788,72.6,-12.42596341,-65
20,-4.16870569,40.83129431,315,83,0,45,0,7d_discrete,86,-4.307242618,7.4,7.802441082,-4
21,4.62742981,49.62742981,311,38,0,45,0,7d_discrete,86,3.495198464,-5.8,-1.115006172,20
22,5.52754015,50.52754015,331,34,0,45,0,7d_discrete,86,2.380192292,7.6,-5.197447532,-15
23,-0.14881987,44.85118013,316,49,0,45,0,7d_discrete,86,-2.81725524,-14.6,-2.744093288,67
24,-5.49232456,39.50767544,383,66,0,45,0,7d_discrete,86,-5.561348528,51.8,7.570475606,-67
25,3.63986523,48.63986523,316,49,0,45,0,7d_discrete,86,2.009127078,-15.4,-0.847462132,-44
26,2.33364642,47.33364642,272,52,0,45,0,7d_discrete,86,1.161664946,-51.6,-3.060626422,150
27,-2.29061004,42.70938996,422,81,0,45,0,7d_discrete,86,-1.898961476,80.2,-0.878950214,-141
28,-3.92474535,41.07525465,281,69,0,45,0,7d_discrete,86,-2.77791169,-53.8,3.486704814,200
29,0.82553047,45.82553047,481,101,3,45,7,7d_discrete,86,0.708793124,126.6,2.37029244,-46
30,3.08481233,48.08481233,435,83,0,45,-7,7d_discrete,86,3.079085564,56.8,0.942856154,-114
31,4.451174,49.451174,321,103,1,45,-7,7d_discrete,86,4.021941718,-67,-3.253271488,26
32,2.07003065,47.07003065,347,51,-3,45,7,7d_discrete,86,0.76867023,-26,-1.608973696,-166
33,1.55750753,46.55750753,181,184,-3,45,-7,7d_discrete,86,-0.840303466,-172,5.59373058,118
34,8.73266502,53.73266502,299,84,3,45,-7,7d_discrete,86,4.753427114,-17.6,0.550734558,-19
35,10.83304639,55.83304639,280,117,1,45,7,7d_discrete,86,5.304161672,-5.6,-7.35105135,-14
36,3.2397003,48.2397003,266,116,0,45,7,7d_discrete,86,-2.046889678,-8.6,-1.41380793,-16
37,1.7648578,46.7648578,250,116,3,45,-7,7d_discrete,86,-3.460697608,-5.2,7.284887482,32
38,10.92280472,55.92280472,282,99,-3,45,-7,7d_discrete,86,3.824189874,6.6,-2.711806612,14
39,8.08058138,53.08058138,296,48,0,45,7,7d_discrete,86,1.112383262,21.2,2.281297858,-51
40,10.24408745,55.24408745,245,67,1,45,-7,7d_discrete,86,3.39368112,-22.8,-2.480493774,51
41,8.89456702,53.89456702,296,50,3,45,7,7d_discrete,86,0.913187346,22.2,-1.10694858,-15
42,9.2933086,54.2933086,281,82,0,45,-7,7d_discrete,86,-0.193761234,1,0.307239144,-32
43,9.2699835,54.2699835,249,49,1,45,7,7d_discrete,86,0.11347791,-24.4,-3.909512328,33
44,4.68044362,49.68044362,282,66,-3,45,7,7d_discrete,86,-3.796034418,11.4,-0.504518618,1
45,2.65888439,47.65888439,283,84,-3,45,-7,7d_discrete,86,-4.300553036,4.8,4.192182414,-148
46,6.34019175,51.34019175,135,145,-3,45,7,7d_discrete,86,-0.108370622,-111,-5.895791678,46
47,-1.76782706,43.23217294,181,64,3,45,-7,7d_discrete,86,-6.0041623,-45,9.32183684,67
48,7.12501635,52.12501635,248,51,0,45,-7,7d_discrete,86,3.31767454,22.2,0.27466255,17
49,8.07948772,53.07948772,265,68,3,45,7,7d_discrete,86,3.59233709,42.6,-2.394430762,-70
50,6.4416001,51.4416001,195,68,1,45,7,7d_discrete,86,1.197906328,-9.8,0.194307698,2
51,6.70983681,51.70983681,197,69,1,45,-7,7d_discrete,86,1.392214026,-20.2,2.823225826,53
52,12.35828506,57.35828506,250,48,0,45,7,7d_discrete,86,4.215439852,19,-5.599953878,-23
53,6.66665989,51.66665989,227,51,3,45,-7,7d_discrete,86,-1.384514026,0.2,4.203189542,56
54,11.56743986,56.56743986,283,65,1,45,7,7d_discrete,86,2.818675516,52.6,-6.428279128,-158
55,4.81355089,49.81355089,125,83,-3,45,-7,7d_discrete,86,-3.609603612,-91.4,3.60186812,122
56,8.84181456,53.84181456,247,68,3,45,7,7d_discrete,86,-0.007735492,20.6,-1.157917108,31
57,6.51530055,51.51530055,278,101,1,45,-7,7d_discrete,86,-1.1656526,46,0.83708778,-114
58,7.52382044,52.52382044,164,101,-3,45,7,7d_discrete,86,-0.32856482,-55.4,-5.625758772,49
59,-0.51928288,44.48071712,213,101,0,45,7,7d_discrete,86,-5.954323592,7.6,2.663087866,35
60,1.47636851,46.47636851,248,102,0,45,-7,7d_discrete,86,-3.291235726,18,4.953068026,97
61,5.82634203,50.82634203,345,83,3,45,7,7d_discrete,86,1.6618323,95.4,-5.725716256,-47
62,-1.50304292,43.49695708,298,84,-3,45,-7,7d_discrete,86,-4.063883956,44.4,8.835025928,18
63,7.28402365,52.28402365,316,99,0,45,-7,7d_discrete,86,4.771141972,32,2.677359814,-88
64,12.58155005,57.58155005,228,69,1,45,7,7d_discrete,86,7.448501786,-59,-7.007303716,38
65,6.59871579,51.59871579,266,49,-3,45,7,7d_discrete,86,0.44119807,-24.6,-1.674502968,48
66,4.69868052,49.69868052,314,16,1,45,-7,7d_discrete,86,-1.233304898,29.6,4.823014008,1
67,12.27787889,57.27787889,315,51,0,45,7,7d_discrete,86,3.58970911,27.2,-3.38642728,-88
68,9.2933086,54.2933086,227,52,3,45,-7,7d_discrete,86,0.20328183,-43,0.863631058,39
69,9.55078706,54.55078706,266,101,3,45,7,7d_discrete,86,1.066912888,-11.6,-6.192183838,15
70,2.54857508,47.54857508,281,100,-3,45,-7,7d_discrete,86,-5.12527095,0.4,1.7328466,-66
71,4.17710697,49.17710697,215,118,0,45,7,7d_discrete,86,-3.39242435,-45.8,-1.451907104,-67
72,0.33703011,45.33703011,148,134,3,45,-7,7d_discrete,86,-4.844331454,-79.4,2.354932954,218
73,1.04162668,46.04162668,366,103,1,45,7,7d_discrete,86,-2.4893985,110.8,-1.691101036,NA
74,-3.19953971,41.80046029,NA,149,-3,45,7,7d_discrete,86,-4.180499536,NA,-3.051304386,NA
75,-8.45069889,36.54930111,216,101,1,45,-7,7d_discrete,86,-7.231803922,-29.2,12.12193345,32
76,3.54476646,48.54476646,248,103,0,45,-7,7d_discrete,86,4.89012953,9.4,6.264326058,498
77,12.17710812,57.17710812,746,66,-3,45,-7,7d_discrete,86,11.15445559,401.2,-5.335765592,224
78,8.29127149,53.29127149,970,25,-3,45,7,7d_discrete,86,5.818689996,460.8,-11.79224693,-716
79,-3.57633437,41.42366563,254,132,0,45,7,7d_discrete,86,-5.973556932,-232.8,3.49383764,43
80,2.00955381,47.00955381,297,101,3,45,-7,7d_discrete,86,-2.479719292,-206,2.63265229,-81
81,4.91656601,49.91656601,216,67,1,45,-7,7d_discrete,86,0.152932998,-280.6,-2.886767634,118
82,-0.50702906,44.49297094,334,101,1,45,7,7d_discrete,86,-2.733834636,-80.2,2.308971366,-169
83,0.17961001,45.17961001,165,467,3,45,7,7d_discrete,86,-0.42486327,-88.2,-2.621237244,96
84,-2.15795045,42.84204955,261,88,0,45,-7,7d_discrete,86,-3.046100514,6.4,2.039012908,22
85,-0.65106038,44.34893962,283,68,0,45,7,7d_discrete,86,-1.007087606,31.2,-1.45257069,-17
86,-3.85868034,41.14131966,266,104,0,45,-7,7d_discrete,86,-2.459658296,4.2,4.445460408,-87
87,0.86023235,45.86023235,179,101,1,45,-7,7d_discrete,86,1.985802112,-51.8,-0.69663206,53
88,0.15959786,45.15959786,232,83,-3,45,7,7d_discrete,86,1.289170052,-12.2,-4.06753335,-20
89,-4.34543175,40.65456825,212,84,1,45,7,7d_discrete,86,-2.778363298,-22.4,3.928744506,-121
