"","SN","TN","trial_type","RT","MT","tgt_jump","tgt_jump_size","tgt_error","clamp","clamp_size","Hand","Hand_raw","Exp","Hand_dt","RT_dt"
"30",1,30,0,285.97859954834,322,0,0,0,1,0,1.8845448311169,1.8845448311169,"Supp1",2.18535133403975,10.3999931335452
"31",1,31,0,365.978561401367,321,0,0,0,1,0,-4.38874819768263,-4.38874819768263,"Supp1",-3.13911585579289,64.3999641418456
"32",1,32,0,346.978576660156,310,0,0,0,1,0,-1.83191770866742,-1.83191770866742,"Supp1",-0.0928159867121141,-26.400026702881
"33",1,33,0,380.978584289551,302,0,0,0,1,0,-4.03104370075302,-4.03104370075302,"Supp1",-1.77182008289809,42.7999984741214
"34",1,34,0,297.978660583496,329,0,0,0,1,0,2.24838781087242,2.24838781087242,"Supp1",3.47214320389517,-37.599935913086
"35",1,35,0,391.978591918945,303,0,0,0,1,0,-0.831008966134149,-0.831008966134149,"Supp1",0.935857186338811,35.199996948242
"36",1,36,0,283.978576660156,321,0,0,0,1,0,-1.06455076341237,-1.06455076341237,"Supp1",0.0374759022065378,-56.4000213623048
"37",1,37,0,299.978591918945,321,0,0,0,1,0,-0.101379693349998,-0.101379693349998,"Supp1",0.654539369205426,-31.0000091552736
"38",1,38,0,303.97811126709,344,0,0,0,1,0,0.43832048325892,0.43832048325892,"Supp1",0.300366709011955,-11.6003952026364
"39",1,39,0,374.978591918945,349,0,0,0,1,0,-0.67342147416818,-0.67342147416818,"Supp1",-0.227013391407025,44.0000991821288
"40",1,40,0,325.978538513184,353,0,0,0,1,0,2.93922203387959,2.93922203387959,"Supp1",2.631583916638,8.20005645751996
"41",1,41,0,296.978591918945,350,0,0,0,1,0,0.818511658883466,0.818511658883466,"Supp1",0.134261057182706,-23.3998931884768
"42",1,42,0,NA,324,0,0,0,1,0,4.00261371559736,4.00261371559736,"Supp1",2.49756443210713,NA
"43",1,43,0,296.97859954834,280,0,0,0,1,0,-2.92404824409489,-2.92404824409489,"Supp1",-3.75662378211436,-22.7998870849608
"44",1,44,0,305.978591918945,402,0,0,0,1,0,3.27534258647214,3.27534258647214,"Supp1",1.65301423632461,-14.1999908447268
"45",1,45,0,312.978530883789,284,0,0,0,1,0,-2.95882228640846,-2.95882228640846,"Supp1",-3.40154177249838,5.1999603271484
"46",1,46,0,265.978561401367,313,0,0,0,1,0,-3.52476242531117,-3.52476242531117,"Supp1",-3.09882709456217,-29.8000137329102
"47",1,47,0,354.978546142578,307,0,0,0,1,0,0.0847902853833915,0.0847902853833915,"Supp1",1.29429030217519,47.5999801635742
"48",1,48,0,315.978538513184,361,0,0,0,1,0,4.62618759668911,4.62618759668911,"Supp1",4.32564044532411,4.7999847412114
"49",1,49,0,274.978569030762,363,0,0,0,1,0,-0.336645311476502,-0.336645311476502,"Supp1",0.085205116748224,-29.999980163574
"50",1,50,0,254.978614807129,311,0,0,0,1,0,0.657089538418859,0.657089538418859,"Supp1",0.355757601678121,-38.399951171875
"51",1,51,0,334.978538513184,316,0,0,0,1,0,-1.25749402475289,-1.25749402475289,"Supp1",-2.01227964160528,27.7999771118166
"52",1,52,0,258.978565216064,307,0,0,0,1,0,4.52346430508635,4.52346430508635,"Supp1",2.88094388429336,-29.0000000000006
"53",1,53,0,239.978630065918,334,0,0,0,1,0,4.64030432071996,4.64030432071996,"Supp1",2.99496055512081,-32.7999534606934
"54",1,54,0,265.978607177734,344,0,0,0,1,0,-0.119583626095931,-0.119583626095931,"Supp1",-1.8083397287712,-4.99998397827181
"55",1,55,0,303.978538513184,316,0,0,0,1,0,0.392693488795686,0.392693488795686,"Supp1",-1.24318340395495,23.1999626159672
"56",1,56,0,294.978569030762,309,0,0,0,1,0,5.81343292377406,5.81343292377406,"Supp1",2.76337064131803,22.1999870300296
"57",1,57,0,303.97859954834,328,0,0,0,1,0,2.00483091925382,2.00483091925382,"Supp1",-0.541504686035699,22.2000106811524
"58",1,58,0,284.978553771973,332,0,0,0,1,0,7.37088197949988,7.37088197949988,"Supp1",4.27843084245438,-5.80001983642558
"59",1,59,0,255.978614807129,303,0,0,0,1,0,2.10165847221882,2.10165847221882,"Supp1",-1.43504108448963,-32.7999603271486
"60",1,60,0,315.978538513184,355,0,0,0,1,0,3.31418890523763,3.31418890523763,"Supp1",-0.806809734759212,24.7999633789064
"61",1,61,0,280.978569030762,366,0,0,0,1,0,0.862772701456066,0.862772701456066,"Supp1",-2.26809389407718,-7.40000610351558
"62",1,62,0,401.978538513184,311,0,0,0,1,0,-0.0648740412944449,-0.0648740412944449,"Supp1",-2.78179964471803,93.9999755859376
"63",1,63,0,263.978569030762,360,0,0,0,1,0,3.25398825685296,3.25398825685296,"Supp1",1.36044139795875,-39.7999969482422
"64",1,64,0,248.978637695312,377,0,0,0,1,0,5.42829639779778,5.42829639779778,"Supp1",2.86942195378778,-53.3999328613288
"65",1,65,0,246.978561401367,313,0,0,0,1,0,4.71833331297506,4.71833331297506,"Supp1",1.87862998741758,-41.6000137329104
"66",1,66,0,223.978515625,311,0,0,0,1,0,4.71968134240088,4.71968134240088,"Supp1",1.10859628865443,-53.200048828125
"67",1,67,0,256.978591918945,323,0,0,0,1,0,1.40082879853968,1.40082879853968,"Supp1",-2.50339682317359,8.80001678466783
"68",1,68,0,241.978538513184,348,0,0,0,1,0,3.46380999064046,3.46380999064046,"Supp1",-0.482379977830312,-1.8000305175776
"69",1,69,0,290.978576660156,428,0,0,0,1,0,1.00444369553385,1.00444369553385,"Supp1",-2.05697573248414,38.8000198364256
"70",1,70,0,238.978561401367,319,0,0,0,1,0,7.50242774257002,7.50242774257002,"Supp1",3.88418942863304,-11.5999954223634
"71",1,71,0,246.978569030762,317,0,0,0,1,0,3.2416453609347,3.2416453609347,"Supp1",-0.0809857567090417,-8.1999984741208
"72",1,72,0,281.978607177734,316,0,0,0,1,0,1.44474140085011,1.44474140085011,"Supp1",-1.88667223725572,21.8000366210934
"73",1,73,0,223.978561401367,295,0,0,0,1,0,1.57413578501506,1.57413578501506,"Supp1",-1.37934301196569,-32.6000137329102
"74",1,74,0,244.978576660156,341,0,0,0,1,0,8.30352971114412,8.30352971114412,"Supp1",3.89023371104132,-2.39999847412119
"75",1,75,0,259.978256225586,399,0,0,0,1,0,2.54557465607076,2.54557465607076,"Supp1",-0.87635072673219,8.39974212646501
"76",1,76,0,301.978652954102,282,0,0,0,1,0,0.774075207394205,0.774075207394205,"Supp1",-2.15433614470065,39.400122070313
"77",1,77,0,259.978607177734,258,0,0,0,1,0,3.65772172208403,3.65772172208403,"Supp1",0.286714305742395,1.80007629394498
"78",1,78,0,269.978607177734,257,0,0,0,1,0,1.84661398848897,1.84661398848897,"Supp1",-1.57888906854745,2.60006713867159
"79",1,79,0,258.978614807129,291,0,0,0,1,0,3.33091141970365,3.33091141970365,"Supp1",0.899932020955327,-11.199932861328
"80",1,80,0,266.978607177734,253,0,0,0,1,0,6.54560185752042,6.54560185752042,"Supp1",3.31461701848216,-4.60001068115264
"81",1,81,0,241.978530883789,272,0,0,0,1,0,6.73033392445278,6.73033392445278,"Supp1",2.30809734200281,-17.600062561035
"82",1,82,0,273.978584289551,296,0,0,0,1,0,7.05406071581091,7.05406071581091,"Supp1",1.95255633461556,11.5999954223636
"83",1,83,0,263.97859954834,291,0,0,0,1,0,5.90302618997625,5.90302618997625,"Supp1",-0.00976063151655193,2.80001220703139
"84",1,84,0,274.978576660156,333,0,0,0,1,0,8.58520559625896,8.58520559625896,"Supp1",1.6215599394551,10.599996948242
"85",1,85,0,272.978507995605,341,0,0,0,1,0,9.02045453542785,9.02045453542785,"Supp1",1.5618383430425,7.39994812011679
"86",1,86,0,262.978565216064,302,0,0,0,1,0,5.235876416152,5.235876416152,"Supp1",-1.92384827457319,-6.80000152587922
"87",1,87,0,278.978607177734,295,0,0,0,1,0,4.95143160073386,4.95143160073386,"Supp1",-1.78776726697592,8.20003585815419
"88",1,88,0,267.978637695312,317,0,0,0,1,0,8.48372758906325,8.48372758906325,"Supp1",1.22838844153607,-3.59994125366222
"89",1,89,0,258.97859954834,325,0,0,0,1,0,3.78607831205528,3.78607831205528,"Supp1",-2.50943537863117,-9.399983978271
"90",1,90,0,307.978622436523,345,0,0,0,1,0,9.22349759897556,9.22349759897556,"Supp1",2.88737529557957,32.6000160217284
"91",1,91,0,272.978565216064,325,0,0,0,1,0,2.8712931458191,2.8712931458191,"Supp1",-2.99191250351031,-4.40004119873061
"92",1,92,0,252.978561401367,318,0,0,0,1,0,9.9480840489586,9.9480840489586,"Supp1",3.08554790998424,-19.2000358581542
"93",1,93,0,271.978607177734,305,0,0,0,1,0,8.71597523883984,8.71597523883984,"Supp1",1.80698956991016,-0.999983978271587
"94",1,94,0,264.978607177734,315,0,0,0,1,0,4.47266071241226,4.47266071241226,"Supp1",-2.57364143658881,-9.19998550415039
"95",1,95,0,289.978569030762,313,0,0,0,1,0,7.639783019634,7.639783019634,"Supp1",0.910223786501239,19.3999870300298
"96",1,96,0,125.978553771973,437,0,0,0,1,0,13.1538968974406,13.1538968974406,"Supp1",4.36781691398354,-115.200025939941
"97",1,97,0,316.978515625,302,0,0,0,1,0,8.52768765051066,8.52768765051066,"Supp1",0.0256869467431891,62.9999450683594
"98",1,98,0,233.978607177734,308,0,0,0,1,0,9.11121846250013,9.11121846250013,"Supp1",0.5301691140006,-12.3999633789066
"99",1,99,0,255.978652954102,297,0,0,0,1,0,9.23197791611915,9.23197791611915,"Supp1",-0.300934873121758,11.4000732421878
"100",1,100,0,301.978561401367,285,0,0,0,1,0,5.64363127190781,5.64363127190781,"Supp1",-3.49005116778786,54.9999832153318
"101",1,101,1,265.978179931641,341,1,-16,16,1,0,-0.210409257035238,-0.210409257035238,"Supp1",-6.67123046583574,-9.00032348632777
"102",1,102,1,237.978607177734,247,1,-16,16,1,0,0.674809864778808,0.674809864778808,"Supp1",-4.21543578687532,-21.1999145507816
"103",1,103,1,329.978652954102,265,1,-16,16,1,0,1.6526902100893,1.6526902100893,"Supp1",-1.74584979108267,51.6001220703128
"104",1,104,1,256.978576660156,279,1,-16,16,1,0,6.57440231970538,6.57440231970538,"Supp1",3.70737743781617,-21.599938964844
"105",1,105,1,219.978591918945,259,1,-16,16,1,0,8.74190111594805,8.74190111594805,"Supp1",5.25522226525079,-42.1999298095706
"106",1,106,1,214.978576660156,287,1,-16,16,1,0,4.01003011195729,4.01003011195729,"Supp1",-0.320736612538475,-37.0000244140626
"107",1,107,1,236.978660583496,300,1,-16,16,1,0,13.7695881774943,13.7695881774943,"Supp1",6.81986579045544,-14.799951171875
"108",1,108,1,237.978561401367,258,1,-16,16,1,0,11.6573601874297,11.6573601874297,"Supp1",2.70670380492276,4.599967956543
"109",1,109,1,224.978775024414,288,1,-16,16,1,0,7.56457087781045,7.56457087781045,"Supp1",-1.58411921631751,-1.99985809326159
"110",1,110,1,236.978561401367,280,1,-16,16,1,0,9.20020838967204,9.20020838967204,"Supp1",-0.0401431592007153,6.59993438720699
"111",1,111,1,282.978610992432,270,1,-16,16,1,0,11.9391835585135,11.9391835585135,"Supp1",1.1130013203295,38.9999771118168
"112",1,112,1,236.978729248047,321,1,-16,16,1,0,12.7549304119222,12.7549304119222,"Supp1",2.13167972685262,-6.99991836547841
"113",1,113,1,299.978553771973,286,1,-16,16,1,0,3.29658289802256,3.29658289802256,"Supp1",-5.65451232916559,43.5999076843264
"114",1,114,1,232.978569030762,263,1,-16,16,1,0,5.85501449742804,5.85501449742804,"Supp1",-2.75416945368363,-25.0000358581542
"115",1,115,1,237.978630065918,299,1,-16,16,1,0,12.8946659009792,12.8946659009792,"Supp1",3.5465904476061,-20.1999885559084
